,Latitude,Longitude,Company,Facility,Facility ID,Address,City,County,State,Zip
1115,45.3355,-94.1519,,NORTHERN WIRE PRODUCTS DESIGNER WOOD PRODUCTS,56303DSGNR6600R,6600 RIDGEWOOD RD,SAINT CLOUD,STEARNS,MN,56303
1116,45.34,-94.1,,LANTZ LENSES INC,56303LNTZL6650S,6650 SAUKVIEW DR,SAINT CLOUD,STEARNS,MN,56303
1117,45.331,-94.1305,GREDE HOLDINGS LLC,GREDE LLC SAINT CLOUD,56303MNTRN711AN,5200 FOUNDRY CIR,SAINT CLOUD,STEARNS,MN,56303
1118,45.3328,-94.1456,,NAHAN PRINTING INC,56303NHNPR7000S,7000 SAUKVIEW DR,SAINT CLOUD,STEARNS,MN,56303
1123,45.3747,-94.3525,THE KRAFT HEINZ CO,THE KRAFT HEINZ CO,56307KRFTFRAILR,600 RAILROAD AVE BOX 300,ALBANY,STEARNS,MN,56307
1124,45.5,-95.23,,CENTRAL SPECIALTIES INC HOT MIX PLANT 1,56308CNTRL6325C,6325 COUNTY RD 87 SW,ALEXANDRIA,DOUGLAS,MN,56308
1125,46.513,-96.2403,,DOUGLAS MACHINE INC,56308DGLSM16023,3404 IOWA ST,ALEXANDRIA,DOUGLAS,MN,56308
1126,45.5307,-95.2325,ALLTECH INC,HUBBARD FEEDS INC,56308HBBRD805NO,805 NOKOMIS ST,ALEXANDRIA,DOUGLAS,MN,56308
1127,45.533,-95.233,,ALEXANDRIA EXTRUSION CO,56308LXNDR401CO,401 COUNTY RD 22 NW,ALEXANDRIA,DOUGLAS,MN,56308
1128,45.5209,-95.2232,3M CO,3M CO-ALEXANDRIA,56308MCMPN2115S,2115 S BROADWAY,ALEXANDRIA,DOUGLAS,MN,56308
1129,45.542,-95.2,SUNOPTA INC,SUNOPTA GRAINS and FOODS,56308NRTHR601TH,601 3RD AVE W,ALEXANDRIA,DOUGLAS,MN,56308
1130,45.5127,-95.2356,STANDARD IRON and WIRE WORKS INC,STANDARD IRON and WIRE WORKS INC,56308STNDR14013,1401 36TH AVE W,ALEXANDRIA,DOUGLAS,MN,56308
1134,45.3609,-94.2652,,NOVA FABRICATING INC,56310NVFBR404CO,404 CO RD 50,AVON,STEARNS,MN,56310
1135,45.5438,-95.5324,,TWF INDUSTRIES INC,56311TWFNDHWY55,HWY 55,BARRETT,GRANT,MN,56311
1136,45.175,-95.0358,,LAKESIDE FOODS INC,56316LKSDF500IN,500 INDUSTRIAL PARK RD,BROOTEN,STEARNS,MN,56316
1138,45.2705,-94.2829,COLDSPRING,COLDSPRING,56320CLDSP17434,17482 GRANITE W RD,COLD SPRING,STEARNS,MN,56320
1139,45.2714,-94.2527,,COLD SPRING GRANITE - MAIN PLA NT,56320CLDSP32S3R,202 S 3RD AVE,COLD SPRING,STEARNS,MN,56320
1140,45.272,-94.2546,,COLD SPRING GRANITE FOUNDRY,56320CLDSP422MA,422 MAIN ST,COLD SPRING,STEARNS,MN,56320
1141,47.274,-94.242,JBS USA FOOD CO,COLD SPRINGS PROCESSING PLANT GOLD'N PLUMP POULTRY INC,56320GLDNP14244,851 SAUK RIVER RD,COLD SPRING,STEARNS,MN,56320
1142,45.4,-93.5517,GORECKI MANUFACTURING INC,GORECKI MFG INC,56329GRCKM512ND,51 2ND AVE W,FOLEY,BENTON,MN,56329
1143,45.3737,-95.2225,,"WASP INC, BLUE BUILDING",56334BLBLDHWY55,HWY 55 E,GLENWOOD,POPE,MN,56334
1144,45.3501,-95.2201,,CLYDE MACHINES INC,56334CLYDMNORTH,NORTH HWY 55,GLENWOOD,POPE,MN,56334
1145,45.3737,-95.2225,,"WASP INC, TRUCK SHOP",56334WSPNCHWY55,HWY 55 E,GLENWOOD,POPE,MN,56334
1146,45.4446,-94.2216,AIPCF V,POLAR TANK TRAILER,56340PLRTN12810,12810 COUNTY ROAD 17,HOLDINGFORD,STEARNS,MN,56340
1147,46.0823,-93.2804,,MERIT ENTERPRISES INC,56342MRTNT320HE,315 HENNEPIN AVE S,ISLE,MILLE LACS,MN,56342
1148,46.013,-94.2011,,CENTRAL MN RENEWABLES,56345CNTRL17936,17936 HERON RD,LITTLE FALLS,MORRISON,MN,56345
1149,45.5858,-94.2121,,CRESTLINER,56345CRSTL60913,609 13TH AVE NE,LITTLE FALLS,MORRISON,MN,56345
1150,45.5928,-94.2224,,DESIGNER WOOD PRODUCTS,56345DSGNR40113,401 13TH AVE NW,LITTLE FALLS,MORRISON,MN,56345
1151,45.5656,-94.2049,,HENNEPIN PAPER CO,56345HNNPN100SW,100 SW 5TH AVE,LITTLE FALLS,MORRISON,MN,56345
1152,45.59,-94.22,WABASH NATIONAL CORP,WABASH NATIONAL,56345LRSNBPAULL,700 PAUL LARSON MEMORIAL DR,LITTLE FALLS,MORRISON,MN,56345
1153,45.59,-94.211,,ANDERSON CUSTOM PROCESSING INC,56345NDRSN121LI,121 LINDBERGH DR,LITTLE FALLS,MORRISON,MN,56345
1156,45.5952,-94.5136,FARMERS UNION INDUSTRIES LLC,CENTRAL BI-PRODUCTS,56347CNTRLHWY71,25498 HIGHWAY 71 N,LONG PRAIRIE,TODD,MN,56347
1157,45.5835,-94.5723,AMERICAN FOODS GROUP LLC,LONG PRAIRIE PACKING CO,56347LNGPR10RIV,10 RIVERSIDE DR,LONG PRAIRIE,TODD,MN,56347
1162,45.3804,-94.4511,,CARSTENS INDUSTRIES INC,56352CRSTN733WM,733 W. MAIN ST,MELROSE,STEARNS,MN,56352
1163,45.4025,-94.4802,HORMEL FOODS CORP,JENNIE-O TURKEY STORE - MELROSE,56352JNNFD123S5,123 S 5TH AVE E,MELROSE,STEARNS,MN,56352
1164,45.4013,-94.48,LAND O LAKES INC,LAND O'LAKES - MELROSE DAIRY PROTEINS LLC,56352KRFTN1000E,1000 E KRAFT DR,MELROSE,STEARNS,MN,56352
1165,45.4013,-94.48,,KRAFT INC,56352KRFTN407EF,407 E 1ST ST,MELROSE,STEARNS,MN,56352
1166,45.4515,-93.3913,,LAND O'LAKES INC,56353LNDLK1353R,135 3RD AVE SW,MILACA,MILLE LACS,MN,56353
1169,45.225,-94.4244,,CROMWELL MOLDING,56362CRMWL27546,27546 STATE HWY 23,PAYNESVILLE,STEARNS,MN,56362
1170,45.2227,-94.4222,ASSOCIATED MILK PRODUCERS INC,ASSOCIATED MILK PRODUCERS INC,56362SSCTD200RA,200 RAILROAD ST,PAYNESVILLE,STEARNS,MN,56362
1171,45.2305,-94.4226,,WET JET INTERNATIONAL LTD,56362WTJTN114IN,114 INDL LOOP BLVD,PAYNESVILLE,STEARNS,MN,563621647
1172,45.305,-94.4226,,WET JET INTERNATIONAL LTD,56362WTJTN23WAS,23 WASHBURNE AVE,PAYNESVILLE,STEARNS,MN,563621647
1173,45.3243,-94.0326,,CENTRAL MARBLE PRODUCTS INC,56367CNTRL10499,1266 105TH ST NW,RICE,BENTON,MN,56367
1175,45.4036,-94.1729,,VIKING WATERBEDS INC,56374VKNGW38169,38169 COUNTY RD #2,SAINT JOSEPH,STEARNS,MN,56374
1176,45.3712,-94.1206,,VERSO PAPER CORP. - SARTELL MILL,56377CHMPN100EA,100 E SARTELL ST,SARTELL,BENTON,MN,56377
1177,45.37,-94.123,,DEZURIK INC,56377DZRKS250RI,250 RIVERSIDE AVE N,SARTELL,STEARNS,MN,56377
1178,45.441,-94.5744,,STANDARD IRON and WIRE WORKS INC.,56378STNDR1131S,1131 SINCLAIR LEWIS AVE,SAUK CENTRE,STEARNS,MN,56378
1180,45.35,-94.083,,DESIGN LINE CABINETS,56379DSGNL4INDU,4 INDUSTRIAL BOULEVARD,SAUK RAPIDS,BENTON,MN,56379
1181,45.35,-94.03,,DESIGN LINE CABINETS,56379DSGNLNORTH,NORTH HWY 10,SAUK RAPIDS,BENTON,MN,56379
1183,45.3437,-94.0525,,STONE PRODUCTS INC,56379STNPR336QU,3360 QUAIL RD NE,SAUK RAPIDS,BENTON,MN,56379
1184,45.34,-94.13,MILLER WASTE MILLS,WIMAN CORP,56379WMNCR180IN,180 INDUSTRIAL BLVD,SAUK RAPIDS,BENTON,MN,56379
1185,45.344,-94.0919,ESSILOR OF AMERICA INC,X-CEL OPTICAL CO,56379XCLPT806SB,806 S BENTON DR,SAUK RAPIDS,BENTON,MN,56379
1187,46.2211,-94.102,,ATEK PRODUCTS LLC,56401CRMTL210NE,210 N E.10TH AVE,BRAINERD,CROW WING,MN,56401
1188,46.2011,-94.1121,,LARCO MANUFACTURING,56401LRCNC1902S,1902 13TH ST SE,BRAINERD,CROW WING,MN,56401
1189,46.2453,-94.1656,,MAC MANUFACTURING INC,56401MCMNF1892S,18092 STATE HWY 371,BRAINERD,CROW WING,MN,56401
1190,46.1948,-94.1123,,IMAGE,56401MGXXX1100I,1100 INDUSTRIAL PARK RD,BRAINERD,CROW WING,MN,56401
1191,46.1955,-94.1149,LKQ CORP,KEYSTONE AUTOMOTIVE INDUSTRIES MINNESOTA INC,56401NRTHSPOBOX,2110 S 10TH ST,BRAINERD,CROW WING,MN,56401
1192,46.2233,-94.1053,WAUSAU PAPER CORP,WAUSAU PAPER MILLS LLC,56401PTLTC1801M,1801 MILL AVE NE,BRAINERD,CROW WING,MN,56401
1193,46.22,-94.0855,,A-TEK INC,56401TKNCXHWY21,HWY 210 E,BRAINERD,CROW WING,MN,56401
1195,47.0,-94.45,,WARNER MFG CO,56433WRNRMPOBOX,PO BOX 9,AKELEY,HUBBARD,MN,56433
1196,46.4949,-94.303,,EVELANDS INC,56435CLNDSHWY37,507 STATE 371,BACKUS,CASS,MN,56435
1197,46.1609,-95.0356,,SUNOPTA INGREDIENTS,56437NRTHR3082N,308 2ND AVE NW,BERTHA,TODD,MN,56437
1198,46.05,-95.5156,,LAND O'LAKES INC,56438LNDLK660CR,660 CREAMERY ST,BROWERVILLE,TODD,MN,56438
1199,46.2852,-93.5815,,ULTRANAUTICS CORP,56441LTRNTFIRST,FIRST ST SW,CROSBY,CROW WING,MN,56441
1200,46.2305,-93.5222,PARKER HANNIFIN CORP,PARKER HANNIFIN,56444PRKRH325FR,23406 FRONT ST,DEERWOOD,CROW WING,MN,56444
1201,46.2619,-93.5855,,ILEVEL BY WEYERHAEUSER,56444TRSJSCOUNT,19586 COUNTY RD 102,IRONTON,CROW WING,MN,56455
1202,46.44,-95.0555,SALO MANUFACTURING INC,SALO MANUFACTURING INC,56464SLMNF2612S,26 12TH ST SE,MENAHGA,WADENA,MN,56464
1203,46.531,-95.0345,,LAMB-WESTON/RDO FROZEN,56470NVRSKHWY71,3704 PARK AVE S,PARK RAPIDS,HUBBARD,MN,56470
1204,46.5425,-95.0359,TEAM INDUSTRIES,TEAM INDUSTRIES PARK RAPIDS,56470TMNDS51IND,501 INDUSTRIAL PARK RD,PARK RAPIDS,HUBBARD,MN,56470
1205,46.222,-94.4755,,STERN RUBBER CO,56479MRCNRAIRPO,AIRPORT INDL PARK,STAPLES,WADENA,MN,56479
1206,46.2145,-94.473,,3M CO STAPLES PLANT,56479MSTPL1030N,1030 N 5TH ST,STAPLES,TODD,MN,56479
1207,46.2636,-95.0814,,HOMECREST INDUSTRIES INC,56482HMCRS600SE,600 SE 5TH ST,WADENA,WADENA,MN,564820350
1209,46.4851,-95.4941,LAND O LAKES INC,LAND O'LAKES PURINA FEED LLC - DETROIT LAKES,56501LNDLK11101,1110 13TH AVE SE,DETROIT LAKES,BECKER,MN,56501
1210,46.49,-95.495,,SWIFT-ECKRICH INC,56501SWFTC913MC,913 MCKINLEY AVE,DETROIT LAKES,BECKER,MN,56501
1211,46.5018,-95.5012,TEAM INDUSTRIES,TEAM INDUSTRIES PARKRAPIDS DL INC,56501TMNDS1551R,1551 RICHWOOD RD,DETROIT LAKES,BECKER,MN,56501
1212,46.4757,-95.5545,,S J ELECTRO SYSTEMS INC,56502SJLCT22650,22650 COUNTY HWY 6,DETROIT LAKES,BECKER,MN,56501
1213,46.5212,-95.5853,TEAM INDUSTRIES,TEAM INDUSTRIES-AUDUBON,56511TMNDSFRTHR,FOURTH and ROBIN ST,AUDUBON,BECKER,MN,56511
1214,46.1749,-96.0609,,BANNER ENGINEERING CORP,56537BNNRN1010W,1010 WEYRENS RD,FERGUS FALLS,OTTER TAIL,MN,56537
1215,46.1652,-96.0512,,DAIRY FARMERS OF AMERICA INC,56537MDMRC301SO,301 S BUSE ST,FERGUS FALLS,OTTER TAIL,MN,56537
1216,46.174,-96.055,,QUALITY CIRCUITS INC,56537QLTYC1102P,1102 PROGRESS DR,FERGUS FALLS,OTTER TAIL,MN,56537
1217,46.1724,-96.0234,OTTER TAIL CORP,OTTER TAIL POWER CO HOOT LAKE PLANT,56537TTRTL1012W,1012 WATER PLANT RD,FERGUS FALLS,OTTER TAIL,MN,56537
1220,47.345,-95.4538,JRS USA LP,J RETTENMAIER USA LP,56542LNDLK710W1,710 W 1ST ST,FOSSTON,POLK,MN,56542
1225,46.5112,-96.4419,ANHEUSER-BUSCH COS LLC,BUSCH AGRICULTURAL RESOURCES LLC,56560BSCHG21012,2101 26TH ST S,MOORHEAD,CLAY,MN,56560
1226,46.5132,-96.4445,,AMOCO OIL MOORHEAD TERMINAL,56560MCLC01101S,1101 SE MAIN ST,MOORHEAD,CLAY,MN,56560
1227,46.5402,-96.4541,AMERICAN CRYSTAL SUGAR CO,AMERICAN CRYSTAL SUGAR CO,56560MRCNC2500N,2500 N 11TH ST,MOORHEAD,CLAY,MN,56560
1228,46.3131,-95.2222,BRUNSWICK CORP,BRUNSWICK NEW YORK MILLS OPERATIONS,56567LNDBTWESTC,318 W GILMAN,NEW YORK MILLS,OTTER TAIL,MN,56567
1231,46.37,-96.0616,HORMEL FOODS CORP,WEST CENTRAL TURKEYS LLC,56572WSTCN704BR,704 N. BROADWAY,PELICAN RAPIDS,OTTER TAIL,MN,56572
1232,46.3605,-95.3422,,BARREL O'FUN SNACK FOODS CO,56573BRRLF8004T,800-4TH ST NW BOX L,PERHAM,OTTER TAIL,MN,56573
1233,46.3535,-95.3434,,DOANE PET CARE CO,56573HNZPT1451S,145 1ST AVE N,PERHAM,OTTER TAIL,MN,56573
1234,46.3605,-95.3422,BONGARDS' CREAMERIES,BONGARDS' CREAMERIES PERHAM,56573LNDLK1103R,110 3RD AVE NE,PERHAM,OTTER TAIL,MN,56573
1237,47.27,-94.52,,CORE CRAFT INC,56601CRCRF790MA,791 MANHOMEN DR,BEMIDJI,BELTRAMI,MN,566010249
1238,47.2312,-94.4515,POTLATCH CORP,POTLATCHDELTIC LAND and LUMBER LLC - BEMIDJI LUMBERMILL,56601PTLTC5518C,50518 COUNTY 45,BEMIDJI,HUBBARD,MN,56601
1239,47.2325,-94.4448,,AINSWORTH ENGINEERED (USA) LLC,56601PTLTCRT3BO,29647 US HWY 2 E,BEMIDJI,HUBBARD,MN,56601
1240,47.3034,-97.5601,,GEORGIA-PACIFIC CORP,56601SPRWD280NY,280 NYMORE BEACH RD NE,BEMIDJI,BELTRAMI,MN,56619
1243,48.4247,-94.361,,ANI PHARMACEUTICALS BAUDETTE MAIN STREET FACILITY,56623RDRWL210MA,210 MAIN ST W,BAUDETTE,LAKE OF THE WOODS,MN,56623
1244,48.1,-93.52,,PAGE and HILL FOREST PRODUCTS INC,56627PGHLLHWY71,7556 COUNTY RD #31,BIG FALLS,KOOCHICHING,MN,56627
1245,48.363,-93.242,PACKAGING CORP OF AMERICA,BOISE WHITE PAPER LLC,56649BSCSCSECON,400 SECOND ST,INTERNATIONAL FALLS,KOOCHICHING,MN,56649
1246,48.363,-93.242,,INTERNATIONAL BILDRITE INC,56649NTRNT1014T,101 4TH ST E,INTERNATIONAL FALLS,KOOCHICHING,MN,56649
1247,46.3015,-92.421,,SPECIALTY MINERALS INC,56649PFZRS400SE,400 SECOND ST GATE 3,INTERNATIONAL FALLS,KOOCHICHING,MN,56649
1248,47.3048,-95.05,NORBORD INC,NORBORD MINNESOTA INC,56678NRTHWCOUNT,4409 NORTHWOOD RD NW,SOLWAY,BELTRAMI,MN,56678
1249,47.3922,-94.3949,,LAND O LAKES WOOD PRESERVING CO,56683LNDLKPOBOX,171 3RD AVE N,TENSTRIKE,BELTRAMI,MN,56683
1250,48.073,-96.1037,,COUNTRY LAKE FOODS INC BRIDGEMAN DIV,56701CNTRY122SM,122 S MAIN,THIEF RIVER FALLS,PENNINGTON,MN,56701
1251,48.0309,-96.11,,HYDRA-MAC INC,56701HYDRM1110P,1110 PENNINGTON AVE,THIEF RIVER FALLS,PENNINGTON,MN,56701
1252,48.0648,-96.1132,TEXTRON INC,ARCTIC CAT INC,56701RCTCN600BR,601 BROOKS AVE S,THIEF RIVER FALLS,PENNINGTON,MN,56701
1254,47.455,-96.38,AMERICAN CRYSTAL SUGAR CO,AMERICAN CRYSTAL SUGAR CO,56716MRCNCHIGHW,HWY 75 S,CROOKSTON,POLK,MN,56716
1255,47.4544,-96.3723,TRANSIT HOLDING CO,NEW FLYER OF AMERICA INC,56716NWFLY2145T,214 5TH AVE SW,CROOKSTON,POLK,MN,56716
1256,47.4552,-96.3728,,PHOENIX INDUSTRIES OF CROOKSTO N LTD,56716PHNXN1200B,1200 BRUCE ST,CROOKSTON,POLK,MN,56716
1257,47.5625,-97.0013,AMERICAN CRYSTAL SUGAR CO,AMERICAN CRYSTAL SUGAR CO,56721MRCNCHIGHW,BUSINESS HIGHWAY 2,EAST GRAND FORKS,POLK,MN,56721
1261,48.5127,-95.4116,POLARIS INDUSTRIES INC,POLARIS INDUSTRIES INC,56751PLRSNHWY89,301 5TH AVE SW,ROSEAU,ROSEAU,MN,56751
1262,48.1018,-96.4547,NORDIC FIBERGLASS INC,NORDIC FIBERGLASS INC,56762NRDCFHWY75,HWY 75 S,WARREN,MARSHALL,MN,56762
1263,48.545,-95.1926,,MARVIN LUMBER and CEDAR CO,56763MRVNWUSHWY,W US HWY 11,WARROAD,ROSEAU,MN,567630100
